Record_ID,Transaction_Date,Fiscal_Year,Quarter,Region,Country,Business_Unit,Department,Product_Category,Revenue,Cost,Profit,Profit_Margin,Operating_Expense,Customer_Segment,Sales_Channel,Payment_Method,Invoice_Status,Employee_ID,Risk_Score,Forecast_Accuracy,Customer_Rating,ROI,Profit_Percentage,Year,Month
FP06250,2021-03-12,2021.0,Q1,Africa,India,SMB,Marketing,Subscriptions,10320.06,8613.85,1706.21,16.53,25164.733792738436,Small Business,Distributor,Unknown,Overdue,E9060,92.4,84.02,4.46,-6.23,16.53294651387686,2021,March
FP06251,2021-07-02,2021.0,Q3,North America,Germany,Enterprise,Sales,Software,101325.89404902789,114497.3,17688.94,13.38,38715.15,Small Business,Direct,Credit Card,Unknown,Unknown,63.77,76.22,3.0126560354842122,41.91,17.457472412176266,2021,July
FP06252,2021-10-13,2021.0,Unknown,Asia,South Africa,Enterprise,Finance,Hardware,3262.62,2452.28,810.34,24.84,25164.733792738436,Small Business,Distributor,Credit Card,Pending,E7334,86.98,86.76,3.63,30.59,24.83709411454598,2021,October
FP06253,2024-01-01,2021.0,Q3,South America,Unknown,SMB,Sales,Consulting,91266.71,69713.25,21553.46,23.62,25164.733792738436,Consumer,Distributor,Unknown,Unknown,E5149,75.51,73.49,3.0126560354842122,36.6,23.61590551472711,2024,January
FP06254,2023-12-25,2023.0,Q4,North America,Germany,Enterprise,Sales,Services,61831.87,29941.89,31889.98,51.58,45838.79,Government,Direct,Credit Card,Cancelled,E6857,66.8,80.83,4.28,11.54,51.575312213588234,2023,December
FP06255,2024-04-30,2024.0,Q2,South America,Unknown,Government,Sales,Hardware,7056.09,5941.02,32533.992725747245,15.8,25677.78,Consumer,Online,PayPal,Pending,E4685,95.06,75.32,3.9,-6.18,461.07678226535154,2024,April
FP06256,2025-11-23,2025.0,Q4,Africa,Unknown,Enterprise,Finance,Hardware,104395.38,96797.2,7598.18,7.28,25164.733792738436,Corporate,Unknown,Bank Transfer,Paid,E5405,26.9,98.97,3.06,29.15,7.278272276033672,2025,November
FP06257,2024-01-01,2026.0,Q1,South America,South Africa,Government,IT,Hardware,42040.95,68295.88139759803,18303.9,43.54,24576.37,Corporate,Direct,UPI,Cancelled,E2974,71.21,94.83,3.0126560354842122,13.06,43.53826447784839,2024,January
FP06258,2024-01-01,2023.2522311942203,Q4,Africa,India,SMB,Sales,Hardware,101760.3,68295.88139759803,55327.49,54.37,36475.68,Unknown,Unknown,Bank Transfer,Unknown,Unknown,59.4,82.42,2.94,60.17,54.37040771302757,2024,January
FP06259,2025-07-11,2025.0,Q3,Unknown,Brazil,Retail,Operations,Software,1761.48,1106.57,654.91,37.18,1533.0,Small Business,Unknown,Bank Transfer,Overdue,E2378,79.13,85.04540054667788,2.03,75.48,37.17953084905874,2025,July
FP06260,2023-07-19,2023.0,Q3,Unknown,Germany,SMB,Unknown,Software,131926.04,58232.67,32533.992725747245,55.86,25164.733792738436,Government,Partner,UPI,Pending,E3848,4.08,76.5,2.17,35.45102872340426,24.66078169688656,2023,July
FP06261,2025-12-25,2025.0,Q4,North America,India,Government,IT,Unknown,71513.4,68295.88139759803,32533.992725747245,17.06,34513.97,Unknown,Partner,Unknown,Pending,E3300,68.29,99.47,1.68,47.04,45.493561662216095,2025,December
FP06262,2021-11-30,2023.2522311942203,Q4,Unknown,Germany,Enterprise,Sales,Unknown,101325.89404902789,97285.65,51801.15,34.75,22259.21,Unknown,Direct,UPI,Unknown,E7312,49.74820035740566,80.36,1.85,17.4,51.12330908714738,2021,November
FP06263,2021-04-27,2021.0,Unknown,Oceania,USA,Enterprise,Sales,Consulting,148334.55,88960.68,59373.87,40.03,41620.39,Small Business,Online,PayPal,Pending,E1074,8.03,91.07,2.33,25.95,40.026999778541146,2021,April
FP06264,2024-01-01,2026.0,Q1,Unknown,South Africa,Retail,Marketing,Hardware,168954.87,68295.88139759803,32533.992725747245,36.05,33012.54,Small Business,Direct,PayPal,Paid,Unknown,44.93,83.2,2.06,58.02,19.256025426048534,2024,January
FP06265,2025-08-08,2025.0,Q3,Unknown,Germany,SMB,Finance,Subscriptions,29050.96,12417.41,16633.55,57.26,24239.86,Consumer,Distributor,Unknown,Cancelled,E8522,35.71,81.03,2.86,59.16,57.256455552587596,2025,August
FP06266,2022-10-01,2022.0,Q4,South America,UK,Unknown,HR,Hardware,105675.93,56288.6,49387.33,46.73,8861.22,Government,Unknown,PayPal,Paid,E3878,72.91,82.18,2.75,22.72,46.734701080936794,2022,October
FP06267,2023-03-06,2023.2522311942203,Q1,Europe,Canada,Retail,HR,Subscriptions,127327.36,92582.76,34744.6,27.29,24404.73,Consumer,Partner,Cash,Overdue,E5687,66.15,78.4,4.85,5.13,27.287615167706296,2023,March
FP06268,2024-09-20,2023.2522311942203,Q3,Oceania,Unknown,Unknown,HR,Subscriptions,101325.89404902789,33857.71,36891.57,52.14,25164.733792738436,Small Business,Distributor,PayPal,Pending,E2745,56.44,84.87,3.0126560354842122,59.75,36.40882752255758,2024,September
FP06269,2025-07-04,2025.0,Q3,South America,Unknown,Unknown,Operations,Services,22536.94,19268.92,3268.02,14.5,19060.86,Small Business,Online,Unknown,Unknown,Unknown,2.1,73.52,1.91,78.33,14.500726363028877,2025,July
FP06270,2021-12-04,2021.0,Unknown,Unknown,Unknown,Retail,HR,Software,141104.76,111782.63,29322.13,20.78,47226.35,Government,Online,Cash,Pending,E5844,31.29,97.28,2.83,35.13,20.780397486236467,2021,December
FP06271,2024-01-01,2023.0,Q1,Africa,Brazil,SMB,IT,Hardware,20499.78,18057.04,2442.74,11.92,25164.733792738436,Small Business,Partner,UPI,Paid,E3340,40.85,87.65,4.05,13.03,11.91593275635153,2024,January
FP06272,2026-05-28,2026.0,Q2,Europe,Unknown,SMB,Marketing,Software,42079.64,23073.81,19005.83,45.17,46495.63,Small Business,Distributor,Unknown,Pending,E5972,57.26,98.13,3.22,-2.15,45.16633222147338,2026,May
FP06273,2022-06-08,2023.2522311942203,Unknown,Europe,Brazil,Unknown,Unknown,Hardware,145309.28,80162.55,32533.992725747245,44.83,23462.12,Corporate,Unknown,PayPal,Overdue,Unknown,84.1,85.04540054667788,2.91,63.92,22.389480372999746,2022,June
FP06274,2024-01-01,2025.0,Q1,North America,USA,SMB,IT,Consulting,198080.05,166283.94,31796.11,16.05,15688.33,Corporate,Distributor,Unknown,Overdue,E1288,82.68,96.72,4.57,17.45,16.05215164273232,2024,January
FP06275,2025-07-17,2025.0,Q3,Asia,USA,Enterprise,IT,Software,78988.98,68295.88139759803,32533.992725747245,37.59,41644.9,Consumer,Direct,Unknown,Cancelled,Unknown,49.74820035740566,99.94,3.02,39.47,41.188014740470436,2025,July
FP06276,2022-06-21,2022.0,Q2,Unknown,Unknown,Retail,Operations,Unknown,192523.23,109091.38,83431.85,43.34,30947.2,Consumer,Direct,Credit Card,Paid,E7010,28.93,77.61,3.0126560354842122,64.54,43.33599119441327,2022,June
FP06277,2023-07-27,2023.2522311942203,Q3,South America,South Africa,Retail,HR,Consulting,13043.46,5973.35,7070.11,54.2,36516.64,Government,Direct,PayPal,Unknown,Unknown,49.74820035740566,93.29,4.7,1.79,54.20425255262025,2023,July
FP06278,2021-01-05,2021.0,Q1,South America,Unknown,SMB,Operations,Hardware,101325.89404902789,42114.59,8129.1,16.18,24095.63,Unknown,Direct,PayPal,Paid,Unknown,74.38,78.85,1.47,-5.46,8.02272713830349,2021,January
FP06279,2024-09-11,2024.0,Q3,North America,Australia,Enterprise,Unknown,Services,101325.89404902789,68295.88139759803,937.66,5.24,24311.35,Consumer,Unknown,PayPal,Overdue,Unknown,22.18,71.92,3.0126560354842122,27.99,0.9253903050155181,2024,September
FP06280,2022-08-11,2022.0,Q3,Africa,South Africa,Retail,Sales,Software,159084.37,113259.28,45825.09,28.81,46590.37,Consumer,Online,Credit Card,Pending,E1871,98.59,99.05,3.17,26.74,28.8055262751457,2022,August
FP06281,2024-09-29,2024.0,Q3,South America,USA,Enterprise,HR,Subscriptions,113416.39,68295.88139759803,32533.992725747245,11.3,20751.5,Consumer,Distributor,Bank Transfer,Pending,E4771,99.82,87.3,2.73,47.32,28.685441959268182,2024,September
FP06282,2025-09-05,2025.0,Unknown,Oceania,South Africa,Government,Operations,Unknown,79193.8,56643.23,22550.57,28.48,28732.33,Consumer,Direct,Unknown,Unknown,E3881,37.81,79.46,2.69,45.1,28.475171036116464,2025,September
FP06283,2023-12-18,2023.0,Q4,South America,Germany,Government,HR,Consulting,59377.47,43146.75,16230.72,32.403617877568315,30217.29,Consumer,Direct,UPI,Pending,E5135,8.43,87.47,4.42,-1.56,27.33481234549064,2023,December
FP06284,2024-11-22,2024.0,Q4,Unknown,Brazil,Government,Unknown,Services,91706.23,55733.61,35972.62,39.23,38951.88,Corporate,Online,Cash,Pending,E7313,48.22,78.54,3.1,71.4,39.22592827117634,2024,November
FP06285,2023-06-18,2023.0,Q2,South America,Australia,Unknown,Finance,Consulting,21436.77,19709.52,1727.25,8.06,25164.733792738436,Small Business,Direct,Cash,Pending,E1745,32.16,90.43,4.47,-7.64,8.057417232166973,2023,June
FP06286,2026-05-04,2026.0,Q2,Asia,Unknown,Unknown,Unknown,Unknown,185133.28,126666.76,32533.992725747245,31.58,25164.733792738436,Government,Partner,Credit Card,Paid,E8818,49.74820035740566,73.99,3.45,1.67,17.573281651871152,2026,May
FP06287,2021-09-25,2023.2522311942203,Q3,Europe,Unknown,Unknown,Sales,Subscriptions,78089.63,55268.85,22820.78,29.22,15878.15,Consumer,Partner,UPI,Cancelled,E3651,48.39,73.94,2.98,-7.64,29.223829079482126,2021,September
FP06288,2021-10-01,2021.0,Q4,Oceania,Germany,Enterprise,HR,Software,125255.72,63606.08,61649.64,49.22,41550.56,Small Business,Distributor,UPI,Pending,Unknown,28.54,85.04540054667788,4.25,9.45,49.21902169417891,2021,October
FP06289,2021-11-21,2021.0,Q4,South America,Unknown,Unknown,Marketing,Hardware,78222.49,36193.56,42028.93,53.73,25633.64,Small Business,Partner,PayPal,Cancelled,E1058,9.0,84.24,3.0126560354842122,32.66,53.72998225957777,2021,November
FP06290,2025-08-20,2025.0,Q3,Oceania,Australia,Unknown,Operations,Subscriptions,142278.37,85397.78,56880.59,39.98,7943.95,Government,Partner,Credit Card,Paid,E6137,3.92,85.93,4.7,56.22,39.978381815872645,2025,August
FP06291,2024-05-16,2024.0,Q2,Africa,India,Retail,Marketing,Consulting,199869.52,110301.45,89568.07,44.81,8339.81,Unknown,Distributor,Cash,Paid,E2687,55.46,85.04540054667788,4.75,48.96,44.81327117811661,2024,May
FP06292,2024-01-01,2024.0,Q3,Europe,Brazil,Retail,Marketing,Hardware,101325.89404902789,113058.05,32533.992725747245,34.77,25164.733792738436,Corporate,Distributor,Credit Card,Unknown,E6855,54.56,91.32,3.27,35.45102872340426,32.10827107037934,2024,January
FP06293,2021-06-20,2021.0,Unknown,Unknown,Canada,SMB,Operations,Services,108577.39,83076.31,25501.08,23.49,42086.09,Government,Online,UPI,Paid,E8636,78.37,77.96,4.61,10.9,23.48654724524139,2021,June
FP06294,2024-08-08,2024.0,Q3,North America,South Africa,SMB,Operations,Consulting,122406.18,63874.81,32533.992725747245,47.82,46050.61,Government,Unknown,UPI,Paid,E6068,77.1,97.4,3.83,40.98,26.57871745180451,2024,August
FP06295,2024-02-19,2024.0,Q1,Asia,France,Government,HR,Unknown,158419.66,68295.88139759803,79767.31,32.403617877568315,12142.77,Corporate,Partner,Bank Transfer,Overdue,E7879,76.05,75.23,3.55,35.45102872340426,50.35190076787186,2024,February
FP06296,2024-11-27,2024.0,Q4,Europe,Germany,Unknown,HR,Unknown,148427.83,87399.66,61028.17,41.12,17387.61,Government,Direct,Bank Transfer,Cancelled,E9940,69.82,96.77,4.71,44.54,41.11639306456208,2024,November
FP06297,2023-05-17,2023.0,Q2,Europe,France,Retail,Sales,Services,26845.9,20136.54,6709.36,24.99,30288.06,Consumer,Direct,Bank Transfer,Pending,E3394,23.56,79.86,1.32,38.75,24.992121702010362,2023,May
FP06298,2023-04-22,2023.0,Q2,Asia,Brazil,SMB,Operations,Hardware,127553.46,97295.79,30257.67,23.72,42441.95,Corporate,Online,Unknown,Unknown,E2100,98.79,85.04540054667788,4.02,-5.07,23.721559571963,2023,April
FP06299,2024-11-22,2024.0,Q4,Oceania,Japan,Government,IT,Subscriptions,110626.32,63851.61,46774.71,42.28,25164.733792738436,Government,Unknown,Cash,Paid,E8476,49.74820035740566,72.32,1.06,45.77,42.281719214740214,2024,November
FP06300,2024-01-01,2023.0,Q1,Europe,Germany,Enterprise,Operations,Services,68971.71,54765.84,14205.87,32.403617877568315,27342.93,Unknown,Direct,UPI,Overdue,E7024,33.2,83.59,3.69,58.17,20.596662022733668,2024,January
FP06301,2024-01-01,2021.0,Q2,North America,Australia,Retail,IT,Unknown,97201.57,68295.88139759803,55030.77,32.403617877568315,4675.44,Government,Unknown,PayPal,Unknown,E6683,40.15,80.94,1.08,47.91,56.61510405644682,2024,January
FP06302,2024-01-01,2024.0,Q3,North America,UK,Enterprise,IT,Services,101325.89404902789,66746.59,50053.62,42.85,25164.733792738436,Consumer,Distributor,Cash,Overdue,E2405,8.25,86.78,1.76,51.55,49.398646288559654,2024,January
FP06303,2022-08-05,2022.0,Q3,Unknown,USA,Government,Sales,Services,23785.18,21672.26,2112.92,8.88,6990.25,Consumer,Partner,Credit Card,Paid,E3298,36.86,73.0,1.05,14.57,8.88334668898869,2022,August
FP06304,2024-01-01,2022.0,Q3,South America,Unknown,Unknown,Marketing,Hardware,101325.89404902789,158802.81,27049.37,14.55,42508.4,Unknown,Distributor,UPI,Pending,E1004,75.52,84.87,3.86,-2.83,26.695417053918913,2024,January
FP06305,2024-02-23,2024.0,Q1,Asia,Brazil,Retail,Finance,Subscriptions,158852.66,118758.29,40094.37,25.24,14888.46,Consumer,Distributor,Bank Transfer,Pending,E9402,47.31,90.73,3.26,38.61,25.239973948185696,2024,February
FP06306,2023-11-24,2023.0,Q4,Europe,Germany,Government,IT,Unknown,188944.9,100507.38,32533.992725747245,46.81,49204.27,Government,Direct,UPI,Cancelled,E4926,6.73,70.95,1.78,39.56,17.218772629347097,2023,November
FP06307,2024-11-29,2023.2522311942203,Q4,Unknown,India,Government,Marketing,Hardware,24633.01,22062.07,2570.94,10.44,25164.733792738436,Corporate,Distributor,Cash,Pending,E9590,63.59,85.5,4.09,27.95,10.436970552928775,2024,November
FP06308,2024-04-30,2024.0,Q2,Africa,Unknown,Retail,Operations,Consulting,101325.89404902789,51712.83,18052.3,25.88,23546.29,Consumer,Distributor,Credit Card,Cancelled,E2131,88.23,88.0,1.36,17.59,17.81607768618864,2024,April
FP06309,2024-07-11,2024.0,Q3,Asia,Germany,SMB,Operations,Services,72085.66,68295.88139759803,32533.992725747245,31.04,11262.81,Government,Distributor,UPI,Overdue,E3454,49.74820035740566,85.04540054667788,4.17,77.41,45.132405981643565,2024,July
FP06310,2024-01-01,2024.0,Q2,Unknown,USA,Enterprise,Finance,Consulting,21528.59,20085.83,1442.76,32.403617877568315,11127.39,Unknown,Distributor,Unknown,Paid,E2738,41.36,97.01,1.46,35.45102872340426,6.7016000583410245,2024,January
FP06311,2021-10-04,2021.0,Q4,Africa,Japan,Enterprise,Sales,Hardware,78201.75,56011.91,22189.84,28.38,39718.68,Government,Online,PayPal,Cancelled,E6644,51.14,84.03,3.89,20.54,28.375119482620274,2021,October
FP06312,2025-01-03,2025.0,Unknown,Asia,Canada,SMB,IT,Software,48122.2,44894.23,3227.97,6.71,24337.24,Unknown,Partner,PayPal,Paid,E2934,63.77,79.51,4.53,63.2,6.707860405384625,2025,January
FP06313,2024-01-01,2023.0,Unknown,Africa,Unknown,Government,Sales,Subscriptions,101325.89404902789,86664.02,108277.87,55.54,36363.2,Small Business,Online,UPI,Paid,E1065,49.74820035740566,85.65,3.08,25.63,106.86100627704138,2024,January
FP06314,2024-04-21,2024.0,Q2,Oceania,USA,SMB,Marketing,Services,145803.75,84992.13,60811.62,41.71,29395.72,Government,Direct,PayPal,Unknown,E2481,18.93,79.17,2.78,35.45102872340426,41.70785730819681,2024,April
FP06315,2025-06-30,2023.2522311942203,Q2,North America,Brazil,Unknown,Unknown,Services,101325.89404902789,4742.88,1648.41,25.79,23830.41,Government,Partner,Bank Transfer,Paid,Unknown,78.33,98.46,2.92,6.41,1.6268398275394391,2025,June
FP06316,2022-05-22,2022.0,Q2,Africa,South Africa,Retail,IT,Unknown,111782.79,86109.71,25673.08,22.97,47347.26,Corporate,Distributor,Credit Card,Paid,E8539,56.94,85.04540054667788,2.76,76.05,22.966934355458477,2022,May
FP06317,2026-05-01,2026.0,Q2,South America,Japan,Retail,Marketing,Subscriptions,60407.84,35750.52,24657.32,40.82,40696.14,Unknown,Direct,Unknown,Pending,E7222,93.72,91.71,4.48,-7.17,40.818079242694324,2026,May
FP06318,2024-01-01,2025.0,Q1,Asia,Canada,SMB,Sales,Unknown,1503.03,902.77,600.26,32.403617877568315,4682.42,Corporate,Direct,PayPal,Pending,E7720,33.66,95.34,4.69,-5.23,39.93666127755267,2024,January
FP06319,2026-01-07,2026.0,Q1,North America,India,Government,Operations,Subscriptions,29805.8,15428.29,14377.51,48.24,13442.78,Government,Online,Credit Card,Overdue,E2086,18.16,96.94,2.65,57.63,48.23728938662945,2026,January
FP06320,2023-08-31,2023.0,Q3,Oceania,Brazil,SMB,Operations,Hardware,27997.61,22265.04,5732.57,20.48,16617.22,Unknown,Partner,Cash,Pending,E8525,80.76,96.01,2.6,60.82,20.475211991309255,2023,August
FP06321,2024-05-26,2024.0,Q2,Unknown,India,Retail,Unknown,Consulting,143665.56,60925.74,82739.82,57.59,37918.9,Consumer,Partner,Cash,Paid,E5081,19.66,92.08,3.34,34.74,57.591965673610304,2024,May
FP06322,2021-10-31,2021.0,Q4,Unknown,Brazil,SMB,Operations,Unknown,15853.72,13660.28,2193.44,13.84,7299.23,Government,Direct,Unknown,Paid,Unknown,26.87,86.17,2.14,-6.33,13.83549097625037,2021,October
FP06323,2025-08-25,2023.2522311942203,Q3,Asia,Unknown,Government,Unknown,Unknown,171168.11,155440.07,15728.04,9.19,33609.15,Government,Unknown,Unknown,Paid,E7017,47.36,97.0,4.82,43.24,9.18865085324597,2025,August
FP06324,2022-11-02,2022.0,Unknown,Unknown,Unknown,Government,Finance,Services,109304.06,59458.78,49845.28,45.6,25164.733792738436,Government,Online,PayPal,Pending,E8801,14.04,70.21,3.27,40.06,45.60240488779648,2022,November
FP06325,2024-04-19,2024.0,Q2,Asia,Japan,Retail,Finance,Hardware,6980.86,3251.76,32533.992725747245,53.42,27682.99,Consumer,Online,Unknown,Unknown,E6883,88.95,98.67,3.02,-0.43,466.0456265524197,2024,April
FP06326,2025-04-09,2025.0,Q2,Africa,India,Government,Marketing,Subscriptions,149171.11,112091.47,37079.64,24.86,43811.66,Consumer,Partner,Unknown,Overdue,E9691,33.85,88.39,4.99,13.02,24.857118781243905,2025,April
FP06327,2022-09-13,2022.0,Q3,Asia,Canada,Government,IT,Services,101325.89404902789,66315.67,26174.17,28.3,17803.71,Corporate,Partner,Cash,Paid,E3281,49.74820035740566,71.84,1.35,79.24,25.831669432233458,2022,September
FP06328,2024-07-02,2024.0,Q3,North America,Germany,SMB,Marketing,Software,70731.59,59060.45,11671.14,16.5,7344.14,Small Business,Direct,UPI,Unknown,E5004,71.15,85.04540054667788,4.46,73.27,16.500604609623508,2024,July
FP06329,2025-08-02,2025.0,Q3,North America,South Africa,Enterprise,IT,Services,97078.18,70114.54,32533.992725747245,27.78,29431.84,Unknown,Direct,Credit Card,Cancelled,E7890,57.94,96.92,4.63,15.67,33.51318774800603,2025,August
FP06330,2025-07-10,2025.0,Q3,Africa,France,Government,IT,Hardware,173128.75,120894.3,52234.45,32.403617877568315,30951.31,Corporate,Distributor,PayPal,Cancelled,E1721,22.88,85.04540054667788,3.0126560354842122,6.78,30.17086994505534,2025,July
FP06331,2023-10-24,2023.2522311942203,Q4,Oceania,Japan,Retail,Marketing,Subscriptions,105341.71,54460.72,50880.99,48.3,18528.86,Small Business,Unknown,Cash,Paid,E1929,59.59,76.43,3.0126560354842122,63.54,48.30089619771693,2023,October
FP06332,2022-08-25,2022.0,Unknown,South America,USA,Enterprise,HR,Services,128865.79,108342.33,20523.46,15.93,921.58,Consumer,Partner,Bank Transfer,Overdue,Unknown,49.74820035740566,94.19,4.85,78.14,15.926228365185205,2022,August
FP06333,2026-03-22,2026.0,Q1,North America,Unknown,Enterprise,HR,Software,67381.01,68295.88139759803,20568.51,30.53,31151.48,Government,Online,PayPal,Cancelled,E4490,39.68,82.81,3.85,46.23,30.525677783696032,2026,March
FP06334,2021-09-06,2021.0,Q3,Oceania,Unknown,SMB,Sales,Software,46911.91,68295.88139759803,3503.27,7.47,25164.733792738436,Small Business,Distributor,Credit Card,Unknown,E7252,58.31,84.13,3.0126560354842122,35.45102872340426,7.467762450942628,2021,September
FP06335,2021-10-10,2021.0,Q4,Asia,South Africa,Government,Operations,Services,82455.93,77630.57,4825.36,5.85,28521.08,Small Business,Unknown,Credit Card,Unknown,E9030,33.97,83.1,1.92,-6.3,5.852047269371651,2021,October
FP06336,2025-11-18,2025.0,Q4,Europe,Germany,Enterprise,Unknown,Subscriptions,48386.66,43848.72,4537.94,9.38,22453.21,Consumer,Online,UPI,Paid,E1607,50.17,88.85,2.01,10.42,9.378493989872414,2025,November
FP06337,2023-02-14,2023.0,Q1,Europe,Germany,Retail,Finance,Subscriptions,188850.3,137381.43,51468.87,27.25,37916.27,Unknown,Direct,UPI,Cancelled,E3289,44.34,77.52,2.08,-1.33,27.25379308372823,2023,February
FP06338,2023-12-02,2023.0,Unknown,South America,UK,SMB,IT,Subscriptions,98322.64,83035.92,15286.72,15.55,23220.93,Small Business,Direct,Bank Transfer,Cancelled,Unknown,49.74820035740566,71.0,3.0126560354842122,78.05,15.5475076747329,2023,December
FP06339,2021-09-25,2021.0,Q3,Europe,South Africa,Enterprise,IT,Consulting,101325.89404902789,68295.88139759803,31916.47,35.06,31741.26,Consumer,Direct,PayPal,Overdue,E7350,14.78,72.98,1.33,35.77,31.498828902073928,2021,September
FP06340,2023-02-03,2023.0,Q1,South America,Australia,Government,HR,Unknown,175862.75,151417.73,24445.02,13.9,18703.96,Consumer,Distributor,PayPal,Paid,E7311,73.55,77.87,4.46,35.45102872340426,13.900055583118084,2023,February
FP06341,2024-01-01,2024.0,Q2,South America,Australia,Enterprise,HR,Consulting,101325.89404902789,39309.14,19677.27,33.36,5184.81,Government,Direct,UPI,Cancelled,E5873,19.77,95.31,2.74,5.94,19.419784236474527,2024,January
FP06342,2024-01-01,2024.0,Q2,Africa,UK,SMB,IT,Hardware,45057.85,39961.51,5096.34,11.31,31868.13,Unknown,Online,UPI,Paid,E7326,9.95,75.59,4.25,3.68,11.310659518818586,2024,January
FP06343,2023-05-02,2023.0,Q2,Unknown,Japan,Government,Unknown,Services,104708.12,71620.76,33087.36,31.6,11547.56,Corporate,Direct,PayPal,Pending,E1701,86.92,81.55,3.49,5.62,31.599612331880277,2023,May
FP06344,2025-03-30,2023.2522311942203,Q1,Africa,India,Retail,Operations,Hardware,157499.22,137600.18,19899.04,12.63,18697.7,Government,Partner,Cash,Overdue,E2939,86.7,98.5,1.38,35.45102872340426,12.634373681342675,2025,March
FP06345,2023-06-07,2023.0,Q2,Africa,India,Retail,Sales,Software,48279.27,34512.01,13767.26,28.52,14676.27,Corporate,Partner,PayPal,Unknown,Unknown,69.6,96.64,4.84,51.45,28.515882696652213,2023,June
FP06346,2023-05-20,2023.0,Q2,Europe,Unknown,SMB,Sales,Hardware,101325.89404902789,15444.51,5033.12,32.403617877568315,36065.54,Government,Unknown,UPI,Paid,E4070,4.11,79.77,3.32,37.43,4.967259403173544,2023,May
FP06347,2025-02-09,2025.0,Q1,Oceania,Australia,Enterprise,HR,Hardware,146700.11,90776.96,55923.15,38.12,23449.48,Small Business,Partner,Cash,Overdue,E7498,43.13,70.65,2.22,74.29,38.1207280621671,2025,February
FP06348,2022-04-05,2022.0,Q2,Europe,UK,Enterprise,Operations,Services,8772.2,6871.26,1900.94,21.67,10218.65,Corporate,Distributor,Cash,Paid,Unknown,72.1,73.04,3.49,-2.96,21.670048562504274,2022,April
FP06349,2022-04-26,2022.0,Unknown,Europe,Germany,Enterprise,Operations,Services,30412.69,27141.44,3271.25,32.403617877568315,5275.18,Government,Distributor,PayPal,Pending,Unknown,49.74820035740566,87.75,2.91,65.41,10.75620078329145,2022,April
FP06350,2024-01-01,2023.0,Q4,Africa,Japan,Enterprise,Operations,Unknown,80096.5,54603.22,25493.28,31.83,7477.96,Government,Distributor,Bank Transfer,Unknown,E2339,10.34,98.44,1.01,65.14,31.8282072250348,2024,January
FP06351,2021-08-04,2021.0,Q3,North America,USA,Retail,IT,Subscriptions,101325.89404902789,104565.52,32533.992725747245,46.11,25164.733792738436,Small Business,Distributor,PayPal,Unknown,E4822,44.75,80.02,4.3,57.94,32.10827107037934,2021,August
FP06352,2023-05-08,2023.0,Unknown,Europe,Australia,SMB,Operations,Subscriptions,197390.55,139439.1,57951.45,29.36,6497.57,Small Business,Online,Credit Card,Overdue,E1798,37.84,90.42,4.59,73.9,29.358776294001913,2023,May
FP06353,2022-06-23,2022.0,Q2,Africa,Germany,Government,Sales,Subscriptions,45083.8,27792.34,32533.992725747245,38.35,18582.1,Consumer,Direct,UPI,Paid,E8463,48.2,92.54,2.54,35.45102872340426,72.16337736780672,2022,June
FP06354,2021-02-25,2021.0,Q1,Asia,UK,Enterprise,Unknown,Subscriptions,153044.79,80243.68,72801.11,47.57,24936.13,Small Business,Online,UPI,Paid,E7749,49.74820035740566,78.57,1.66,37.21,47.56849939158334,2021,February
FP06355,2023-08-03,2023.2522311942203,Q3,North America,Australia,Enterprise,IT,Subscriptions,81130.33,75512.31,32533.992725747245,6.92,13072.12,Corporate,Unknown,Cash,Cancelled,E4325,10.46,80.62,4.41,-0.93,40.10090027459181,2023,August
FP06356,2024-06-08,2023.2522311942203,Unknown,South America,Canada,Retail,Marketing,Unknown,179030.9,90391.06,88639.84,49.51,15338.91,Government,Direct,PayPal,Unknown,E6499,5.85,78.44,4.75,60.2,49.5109168305583,2024,June
FP06357,2025-11-07,2025.0,Unknown,Africa,Unknown,Government,Sales,Software,111532.58,58661.4,52871.18,47.4,3945.81,Small Business,Distributor,PayPal,Paid,E6066,23.8,77.86,2.33,51.11,47.40424726120386,2025,November
FP06358,2023-09-18,2023.0,Q3,Oceania,Germany,SMB,Unknown,Services,99781.57,68295.88139759803,40671.23,40.76,4774.17,Corporate,Direct,Cash,Overdue,E5288,79.91,74.91,4.08,36.8,40.760262641688236,2023,September
FP06359,2024-10-16,2024.0,Unknown,Unknown,Japan,SMB,Finance,Software,153243.94,137431.94,15812.0,32.403617877568315,48241.22,Government,Direct,Credit Card,Overdue,E5668,1.45,71.44,4.32,74.89,10.318189417473866,2024,October
FP06360,2022-10-23,2022.0,Q4,North America,Unknown,Retail,Finance,Unknown,197473.74,117491.39,79982.35,40.5,25164.733792738436,Government,Partner,Unknown,Pending,E3212,6.7,76.67,3.0126560354842122,35.45102872340426,40.502777736422075,2022,October
FP06361,2025-05-19,2025.0,Q2,Europe,Germany,Unknown,Finance,Hardware,4186.98,3730.27,456.71,10.91,32317.59,Corporate,Direct,Credit Card,Unknown,E3724,31.3,91.58,2.11,3.9,10.907861991220404,2025,May
FP06362,2021-07-30,2021.0,Q3,Unknown,France,Enterprise,Unknown,Consulting,91120.61,61304.57,29816.04,32.72,9701.18,Corporate,Partner,Bank Transfer,Overdue,E9997,11.41,98.36,4.26,8.25,32.72151053422491,2021,July
